title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Software Engineer Lead - Archer Development,PNC,"Pittsburgh, Allegheny County",84200.15,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Technology organization, you will be based in Pittsburgh, PA or Cleveland, OH This pos…",https://www.adzuna.com/details/5405065031?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Infrastructure Engineer - (Mainframe) DevOps Development,PNC,"Pittsburgh, Allegheny County",95421.09,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. This position is primarily based in a location within PNC's footprint. We are seeking a skilled and motivated Mainframe DevOps …",https://www.adzuna.com/details/5405065051?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['devops']
Data Engineer Sr,PNC,"Pittsburgh, Allegheny County",101587.04,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Data Engineer Sr. within PNC's Technology organization, you will be based in Strongsville, OH or Pittsburgh, PA. The posit…",https://www.adzuna.com/details/5405064866?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
ETDP Intern - Project Management,Highmark Health,"Pittsburgh, Allegheny County",46838.34,"Company : enGen Job Description : Notice: Applicants must be authorized to work in the U.S. independently. At this time we do not offer visa sponsorship. JOB SUMMARY This job is responsible for definition, planning and delivery of programs that require cross-functional collaboration and management of interdependencies between a group of projects and/or related activities within the constraint of scope, quality, time and budget. Includes the management of a group of internal exempt and/or matrix…",https://www.adzuna.com/details/5405062993?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
2026 BNY Analyst Program- Engineering (Developer),BNY Mellon,"Pittsburgh, Allegheny County",76000.0,"Description 2026 BNY Analyst Program- Engineering (Developer) At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities wor…",https://www.adzuna.com/details/5404247286?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Full Stack .NET Developer (Angular/React & ADF),CEI,"Pittsburgh, Allegheny County",87952.32,"Job Description Job Description .NET/Angular/ADF Developer (React) Location: Remote or Hybrid – Pittsburgh preferred (EST/CST time zones) Compensation: Competitive, based on experience Work Authorization: U.S. Citizens or Green Card Holders only About the Role: CEI is seeking a talented Full Stack Developer with expertise in .NET, Angular, React, and Azure Data Factory (ADF). This role is key in delivering modern, enterprise-scale applications that leverage both cloud and on-premise technologie…",https://www.adzuna.com/land/ad/5437509776?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=69A4B2172068514A9EBCCAA09EDA93E1EAD1EAFD,N/A,15-1252,DevOps,"['angular', 'azure', 'react']"
Sr.Java Developer,CGI,"Pittsburgh, Allegheny County",93950.0,"Position Description: This position requires someone to be in a hybrid office work setting in Pittsburgh, PA, Cleveland, OH, Dallas, TX. We're looking for someone with a strong background in Java, Spring Boot, and cloud-based architectures, who enjoys building innovative backend solutions and thrives in a collaborative, problem-solving environment. Your future duties and responsibilities: . Design, maintain and implementation of API, microservices and backend components . Work with API develope…",https://www.adzuna.com/details/5437468542?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,"['java', 'spring']"
Project Manager Software,Mayvue,"Pittsburgh, Allegheny County",107136.56,"Job Description Job Description Mayvue is seeking a Project Manager – Software to oversee projects, ensuring seamless planning, execution, and delivery. The ideal candidate will have proven experience in project delivery end-to-end: scope, plan, execute, and launch SaaS features and implementations. You’ll partner with engineering, product, and client stakeholders to deliver on time and within budget. As a company, we are in a unique position. We have a “startup culture” but our team is compris…",https://www.adzuna.com/details/5436808862?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Engineer Lead (ETL/DevOps/Agile),PNC Financial Services Group,"Pittsburgh, Allegheny County",86950.77,"Job Description Job Profile Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer Lead within PNC’s C&IB organization, you will be based either in Pittsburgh,…",https://www.adzuna.com/land/ad/5436701399?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=9E41CC63CAF6F793DAA9F6F278B2BFFECB6D88C5,N/A,15-1252,DevOps,[]
Udeploy Infrastructure Engineer Sr,System One,"Bloomfield, Allegheny County",115364.98,"We have below mentioned Udeploy infrastructure Engineer role, If interested please share your resume to ariz.khan@systemone.com. Key responsibilities: More than just using Udeploy for deployments, need to have installation, architecture, lead experience with UDeploy Trying to fill gap of former PNC employee who had 5 yrs of UDeploy exp at PNC and was integral for installation and upgrading UDeploy Experience with Kubernetes and / or Openshift and Helm deploying application services Experience w…",https://www.adzuna.com/land/ad/5436616376?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=9017BDE2453D3D39307D2ED4EDE545A6F5D4A045,N/A,15-1252,DevOps,['kubernetes']
Java Technical Lead - Full Time - Permanent - Hybrid,Arthur Grand Technologies Inc,"Pittsburgh, Allegheny County",114398.23,"Job Description Arthur Grand Technologies is currently seeking a highly motivated and skilled Java Technical Lead –Full Time – Pittsburgh, PA for one of our clients. Job Title: Java Technical Lead Location: Pittsburgh, PA – Hybrid (Weekly - 3 Days onsite) Duration: Full Time Job Description Job Summary: We are looking for a highly experienced Technical Lead with a strong Fullstack Java development background and over 12 years of experience. The ideal candidate will have deep expertise in design…",https://www.adzuna.com/details/5436536579?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['java']
Senior Devops Engineer,System One,"Pittsburgh, Allegheny County",131698.19,"Additional Skills and Notes: Position Title: Senior Devops Engineer Position Location: PNC Tech Hub Provide locations/flexible work by preference: 1. Pittsburgh PA OR Cleveland OH - Strongsville Technology Center Please note, the hiring team is not looking to source out of any other tech hubs at this time Ability to work remote: Hybrid - 3 days in office, 2 remote Intended length of Assignment: 3/31/2026 Reason for open position: Replacement Function of the Group: Combination of mitigating risk…",https://www.adzuna.com/details/5435926654?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['devops']
API Developer - Microservices,"CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",153181.2,"API Developer - Microservices Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-2198 Employment Type: Full Time Position Description: This position is located in our client offices in either Pittsburgh, PA, Cleveland, OH, Miamisburg, OH, Phoenix, AZ, Birmingham, AL, or Dallas, TX. Position Description Love technology? We do too. We're growing rapidly and are looking for API Developers for various projects. You'll be pivotal in …",https://www.adzuna.com/details/5435920686?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Sr.Java Developer,"CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",125927.5,"Sr.Java Developer Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-1637 Employment Type: Full Time Position Description: This position requires someone to be in a hybrid office work setting in Pittsburgh, PA, Cleveland, OH, Dallas, TX. We're looking for someone with a strong background in Java, Spring Boot, and cloud-based architectures, who enjoys building innovative backend solutions and thrives in a collaborative, problem-s…",https://www.adzuna.com/details/5435920668?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,"['java', 'spring']"
Sr. Solution Architect - Core Payments Processing,estaffing Inc,"Munhall, Allegheny County",140882.36,"Job Title- Sr. Solution Architect - Core Payments Processing Duration: 9 Months (initial budget through July 2026) potential for conversion if candidate/banking end client are mutually interested Client Location: Pittsburgh, PA Travel Requirements Light travel required; approximately 4 6 days/month to Pittsburgh location Architects will meet with bank teams in person every 2 3 weeks , typically for 2 3 days per visit . Travel is billable and expensed per the bank's travel policy (preferred hote…",https://www.adzuna.com/details/5435918388?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Engineer Lead (ETL/DevOps/Agile),PNC,"Pittsburgh, Allegheny County",89513.81,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's C&IB organization, you will be based either in Pittsburgh, PA or Dallas, TX. The posit…",https://www.adzuna.com/details/5435917741?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Site Reliability Engineer,Duolingo for Schools,"Pittsburgh, Allegheny County",238850.0,"Our mission at Duolingo is to develop the best education in the world and make it universally available. It’s a big mission, and that’s where you come in! At Duolingo, you’ll join a team that cares about finding innovative solutions to complex technical problems, running countless experiments (300 at a time!) with our massive user base to make data-driven decisions, and educating our users and employees alike. You’ll have limitless learning opportunities, mentorship and collaboration with world…",https://www.adzuna.com/details/5435845253?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Product Owner - Service Units,Mayvue,"Pittsburgh, Allegheny County",80164.02,"Mayvue is a fast growing software company specializing in infrastructure asset management solutions for transportation agencies. The many offerings that empower State DOTs, local agencies, and engineers to make smarter decisions through modern, secure, and easy to use technology. As the product owner, you will own the Scope or the “What” in delivery, overseeing Service Units solutions. You’ll work closely with delivery teams, including project managers, engineers, operating at intersection of p…",https://www.adzuna.com/details/5435704079?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Development Engineer in Test - SDET,Govini,"Arsenal, Allegheny County",100069.99,"Company Description Govini transforms Defense Acquisition from an outdated manual process to a software-driven strategic advantage for the United States. Our flagship product, Ark, supports Supply Chain, Science and Technology, Production, Sustainment, Logistics, and Modernization teams with AI-enabled Applications and best-in-class data to more rapidly imagine, develop, and field the capabilities we need. Today, the national security community and every branch of the military rely on Govini to…",https://www.adzuna.com/details/5435185010?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Devops Engineer,System One,"Pittsburgh, Allegheny County",116710.95,"Additional Skills and Notes: Position Title: Senior Devops Engineer Position Location: PNC Tech Hub Provide locations/flexible work by preference: 1. Pittsburgh PA OR Cleveland OH - Strongsville Technology Center Please note, the hiring team is not looking to source out of any other tech hubs at this time Ability to work remote: Hybrid - 3 days in office, 2 remote Intended length of Assignment: 3/31/2026 Reason for open position: Replacement Function of the Group: Combination of mitigating risk…",https://www.adzuna.com/details/5434860301?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['devops']
Senior Graphics and Simulation Software Engineer,Astrobotic Technology Inc,"Pittsburgh, Allegheny County",161753.48,"Astrobotic is at the forefront of advancing space exploration and technology development. Our expertise spans from lunar rovers, landers, and infrastructure to spacecraft navigation, machine vision, and computing systems for in-space robotic applications. To date, the company has been contracted for two lunar missions, and has won more than 60 National Aeronautics and Space Administration (NASA), Department of Defense (DoD), and commercial technology contracts worth more than $600 million. Esta…",https://www.adzuna.com/details/5434394710?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
AWS Architect - Director,PwC,"Pittsburgh, Allegheny County",214851.7,"Specialty/Competency: Product Innovation Industry/Sector: Not Applicable Time Type: Full time Travel Requirements: Up to 60% At PwC, our people in software and product innovation focus on developing cutting-edge software solutions and driving product innovation to meet the evolving needs of clients. These individuals combine technical experience with creative thinking to deliver innovative software products and solutions. Those in software engineering at PwC will focus on developing innovative …",https://www.adzuna.com/details/5434300927?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Fenergo Developer - Local to Pittsburgh, Cleveland, or Dallas",CGI,"Pittsburgh, Allegheny County",96750.0,"Position Description: This position is located in our Pittsburgh, PA or Strongsville, OH or Dallas, TX office with work performed at our client site in Pittsburgh or Strongsville or Dallas; however, a hybrid working model is acceptable. This is an exciting opportunity for a Senior Analyst to join a close-knit dynamic team, providing support on a high-profile service with an opportunity to work on upcoming development changes as a Fenergo Developer. The candidate will work on projects for one of…",https://www.adzuna.com/details/5434126813?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Software Engineer - API Integration,PNC,"Pittsburgh, Allegheny County",100220.6,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Senior Software Engineer within PNC's Retail Technology organization, you will be based in Pittsburgh, PA, Strongsville, O…",https://www.adzuna.com/details/5433096185?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
SAFe Scrum Master (Hybrid),Techstra Solutions,"Pittsburgh, Allegheny County",112093.7,"About the Role We are seeking an experienced SAFe Scrum Master to support data-focused initiatives within our Retail Banking division. This role will guide Agile teams delivering projects across data validation, data lineage, data transformation, and ETL processes. The Scrum Master will serve as a servant leader and coach, ensuring teams remain aligned with business priorities, deliver high-quality solutions, and adhere to SAFe (Scaled Agile Framework) principles. Responsibilities : Facilitate …",https://www.adzuna.com/details/5432892960?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
IT - Software Architect,V2Soft,"Pittsburgh, Allegheny County",96612.75,"V2Soft is a global leader in IT services and business solutions, delivering innovative and cost-effective technology solutions worldwide since 1998. We have headquarteerd in Bloomfiled Hills, MI and have 16 offices spread across six countries. We partner with Fortune 500 companies to address complex business challenges. Our services span AI, IT staffing, cloud computing, engineering, mobility, testing, and more. Certified with CMMI Level 3 and ISO standards, V2Soft is committed to quality and s…",https://www.adzuna.com/land/ad/5432884246?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=C09B328D92DE1B44A94D26E0B9B840AA3F6CB2E1,N/A,15-1252,DevOps,['cloud computing']
Java Tech Lead- with UI,CGI,"Pittsburgh, Allegheny County",105700.0,"Position Description: This position can be located in either Pittsburgh, Cleveland, Dallas, or Birmingham, AL. Please only apply if you are local or willing to relocate yourself to one of those locations. CGI is hiring a Java Tech Lead to join our dynamic team. At CGI, you get to build solutions as a full-time consultant with a world-class IT company. You will be involved in a mission critical project, working with a team of smart, dedicated people like yourself who build quality solutions for …",https://www.adzuna.com/details/5432871083?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['java']
QA Automation Engineer,Virtusa,"Pittsburgh, Allegheny County",88983.05,"As a Senior Software Engineer in Test, you will be responsible for building and executing automated testing and infrastructure across multiple products and platforms. The ideal candidate is a detailoriented engineer with strong cross-functional skills who has a passion for building automation and improving engineering efficiency.This role involves a combination of designing test frameworks, writing automated test scripts, and integrating these tests into the clientx CI/CD pipeline Test Automati…",https://www.adzuna.com/details/5432811222?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Vice President, Mainframe Engineer",BNY Mellon,"Pittsburgh, Allegheny County",170346.11,"Description Vice President, Mainframe Engineer At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recogni…",https://www.adzuna.com/details/5432808851?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Data Engineer - IDELIC,Innovation Works,"Pittsburgh, Allegheny County",87969.01,"ABOUT IDELIC Idelic uses cutting-edge technology and beautifully designed interfaces to help predict and prevent trucking accidents and reduce driver turnover to ensure drivers get home safely each and every night. Our SaaS solutions are radically transforming the way in which the transportation industry manages safety through advanced Machine Learning (ML) and our driver management platform. We believe that people do their best work while part of a culture that fosters inclusion, innovation, p…",https://www.adzuna.com/details/5432799099?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['machine learning']
Senior Solution Architect (.Net),PNC Bank,"Pittsburgh, Allegheny County",114356.02,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Architect Sr within PNC’s C&IB organization, you will be based either in Pittsburgh, PA or Dallas, TX or Little R…",https://www.adzuna.com/details/5432632531?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['r']
"Senior API Developer - Microservices - Local to Pittsburgh, Cleveland, or Dallas",CGI,"Pittsburgh, Allegheny County",125950.0,"Position Description: This position is located in our client offices in either Pittsburgh, PA, Cleveland, OH, or Dallas, TX. Love technology? We do too. We're growing rapidly and are looking for Senior API Developers for various projects. You'll be pivotal in design, build, and execution of innovative applications. We're a close-knit team that has access to global resources. You'll have the opportunity to explore a wide range of industries, technologies, and geographies, all while enjoying the …",https://www.adzuna.com/details/5432632514?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Full Stack Engineer,Rimsys,"Arsenal, Allegheny County",179787.89,"About Rimsys Rimsys is transforming how MedTech companies manage regulatory compliance. Our Regulatory Information Management (RIM) platform digitizes and automates critical regulatory processes, helping global medical device manufacturers bring life-saving products to market fasterand keep them there. We're trusted by some of the world's largest MedTech companies and backed by leading venture investors. We're proud to be recognized as a Best Place to Work in Pittsburgh. At Rimsys, people come …",https://www.adzuna.com/details/5432425102?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Sr. SQL DBA,Maximus,"Oakland, Allegheny County",86542.68,"Description & Requirements : The Senior Database Administrator is responsible for setup, support & management of SQL Server Databases in production, test & development environments. The candidate will be responsible for creation and administration of SQL Server 2012, 2014, 2016, 2017, 2019, and 2022 databases in standalone, mirrored, clustered, and AlwaysOn environments. He/she must have substantial hands-on technical experience in addition to strong conceptual knowledge about SQL Server databa…",https://www.adzuna.com/details/5431727308?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['sql']
Sr Staff IT Architect,ThermoFisher Scientific,"Pittsburgh, Allegheny County",183631.02,"Work Schedule Standard (Mon-Fri) Environmental Conditions Office Job Description  Build, develop, and implement secure, scalable, and high-performance data solutions using AWS, Microsoft Azure, Databricks, and Microsoft Fabric (Power BI).  Architect end-to-end multi-cloud data platforms, ensuring detailed integration across enterprise data sources, storage, processing, AI services, and consumption layers.  Set up and enforce data governance, security, and compliance protocols within AWS and Azu…",https://www.adzuna.com/details/5431707979?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,"['aws', 'azure', 'power bi']"
"Fenergo Developer - Local to Pittsburgh, Cleveland, or Dallas","CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",75452.12,"Fenergo Developer - Local to Pittsburgh, Cleveland, or Dallas Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Alternate Location(s): United States, Ohio, Cleveland United States, Texas, Dallas Position ID: J1025-0218 Employment Type: Full Time Position Description: This position is located in our Pittsburgh, PA or Strongsville, OH or Dallas, TX office with work performed at our client site in Pittsburgh or Strongsville or Dallas; however, a hyb…",https://www.adzuna.com/details/5431705278?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Quality Assurance Lead - Automated Testing / Mainframe,PNC,"Pittsburgh, Allegheny County",130014.98,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Senior Quality Assurance Specialist within PNC's Lending Technology Credit Card Processing Rewards organization, you will …",https://www.adzuna.com/details/5431704047?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Sr. API Developer with UI,CGI,"Pittsburgh, Allegheny County",105700.0,"Position Description: CGI is looking for a seasoned Sr.Java developer with a passion for building robust scalable APIs along with a background of UI or interest in UI development. We are seeking a talented individual like you to join our team as a API developer and play a key role in shaping the future of the platform that we are building for the clients. This position can be located in either Pittsburgh, Phoenix, Cleveland, Dallas, or Birmingham, AL. Please only apply if you are local or willi…",https://www.adzuna.com/details/5431417168?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['java']
"Senior Vice President, Full-Stack Engineer",BNY Mellon,"Millvale, Allegheny County",148513.2,"Description Senior Vice President, Full-Stack Engineer At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.…",https://www.adzuna.com/details/5431181951?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Technical Product Manager,Workforce Opportunity Services,"East Liberty, Allegheny County",110099.36,"Overview: The Associate Technical Product Manager will assist overseeing day-to-day data operations, translate business needs into technical deliverables, and develop lightweight tools to reduce manual work. This role is embedded in a hands-on, pragmatic environment at a growing legal tech startup. Position Description: The Associate Technical Product Manager is responsible for maintaining healthy database performance, building automation scripts, setting up and supporting ELT processes, and cr…",https://www.adzuna.com/details/5431090065?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Senior API Developer - Microservices - Local to Pittsburgh, Cleveland, or Dallas","CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",127803.51,"Senior API Developer - Microservices - Local to Pittsburgh, Cleveland, or Dallas Category: Software Development/ Engineering Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-1991 Employment Type: Full Time Position Description: This position is located in our client offices in either Pittsburgh, PA, Cleveland, OH, or Dallas, TX. Love technology? We do too. We're growing rapidly and are looking for Senior API Developers for various projects. You'll be pivotal in design, …",https://www.adzuna.com/details/5429960753?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Quality Assurance Specialist - Automated Testing / Mainframe,PNC,"Pittsburgh, Allegheny County",118477.91,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Quality Assurance Specialist within PNC's Lending Technology Credit Card Processing Rewards organization, you will be base…",https://www.adzuna.com/details/5429955524?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
DBT Developer,Deloitte,"Pittsburgh, Allegheny County",113833.3,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced DBT Developer you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. The Project Delivery Talent Model is designed for professionals with specialized skills that align to a current client need. Team members focus on delivering services to clients, without additional expectations related to business…",https://www.adzuna.com/details/5429945370?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Architect - Service Now Release Architect,PNC Bank,"Pittsburgh, Allegheny County",118462.5,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Service Now Release Architect within PNC's Technology organization, you can be based in Pittsburgh PA (preferred), Strongs…",https://www.adzuna.com/details/5429583012?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Pega LSA,Synechron,"Pittsburgh, Allegheny County",135000.0,"We are At Synechron, we believe in the power of digital to transform businesses for the better. Our global consulting firm combines creativity and innovative technology to deliver industry-leading digital solutions. Synechron’s progressive technologies and optimization strategies span end-to-end Artificial Intelligence, Consulting, Digital, Cloud & DevOps, Data, and Software Engineering, servicing an array of noteworthy financial services and technology firms. Through research and development i…",https://www.adzuna.com/details/5429577592?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['devops']
Software Engineer,PNC Bank,"Pittsburgh, Allegheny County",97300.0,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer within PNC's Retail Lending - Credit Card Processing organization, you will be based in Pittsburgh, PA, …",https://www.adzuna.com/details/5429505919?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Backend Engineer,Musing AI,"Shadyside, Allegheny County",155000.0,"Job Summary As a Backend Engineer, you will design and build our cloud-native backend. You will focus on the hands-on implementation of scalable, secure, and intelligent Python-based services. You will be responsible for writing high-quality code, managing our database systems, implementing CI/CD pipelines, and ensuring the reliability of our backend infrastructure. What you will do Backend Development: Build and maintain scalable backend services using Python on serverless platforms within the…",https://www.adzuna.com/details/5429502223?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['python']
Java Architect,Synechron,"Pittsburgh, Allegheny County",125000.0,"We are At Synechron, we believe in the power of digital to transform businesses for the better. Our global consulting firm combines creativity and innovative technology to deliver industry-leading digital solutions. Synechron’s progressive technologies and optimization strategies span end-to-end Artificial Intelligence, Consulting, Digital, Cloud & DevOps, Data, and Software Engineering, servicing an array of noteworthy financial services and technology firms. Through research and development i…",https://www.adzuna.com/details/5429432887?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['devops']
"Release Manager - Local to Pittsburgh, Phoenix, Cleveland, Birmingham, or Dallas",CGI,"Pittsburgh, Allegheny County",130850.0,"Position Description: This role is located at our client site in either Pittsburgh PA, Phoenix, AZ, Cleveland, OH, Birmingham, AL, Dallas, TX. CGI is seeking a Release Manager, that will play a pivotal role in orchestrating the end-to-end release lifecycle of mission-critical banking applications and platforms. This role ensures the seamless integration, deployment, and monitoring of software releases across complex environments, with a strong focus on stability, compliance, and performance. As…",https://www.adzuna.com/details/5429080833?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Mainframe Programmer,System One,"Bloomfield, Allegheny County",160236.4,"Request: Mainframe Programmer Position Location: Most of team in Pittsburgh (preferred) Pittsburgh PA Two PNC Plaza 620 Liberty Ave, Pittsburgh, PA 15222 Cleveland OH Strongsville Technology Center 8100 Mohawk Dr., Strongsville, OH 44136 Birmingham AL Birmingham - Brock 701 32nd St. South, Birmingham, AL 35233 North Texas Market TX Dallas Innovation Center - Luna Rd 11511 Luna Rd, Farmers Branch, TX 75234 Phoenix AZ Phoenix - Biltmore 2850 E CAMELBACK RD, Phoenix AZ 85016 Provide locations/flex…",https://www.adzuna.com/land/ad/5428740788?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=0A034F7900D96A1A2DD5451C9E2B9E3F3051480A,N/A,15-1252,DevOps,[]
Business Applications Developer - (Remote in Pittsburgh),Reed Smith LLP,"Bloomfield, Allegheny County",119487.68,"US Job Description Firm Information Reed Smith is a dynamic international law firm dedicated to helping clients move their businesses forward. With an inclusive culture and innovative mindset, we deliver smarter, more creative legal services that drive better outcomes for our clients. Our deep industry knowledge, long-standing relationships and collaborative structure make us the go-to partner for complex disputes, transactions and regulatory matters. Our team of 3,000 people (including more th…",https://www.adzuna.com/land/ad/5428740217?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=C71512BBBA75DE285FC8F2BC17B1B6091B450F7A,N/A,15-1252,DevOps,['go']
