title,occupation_code,occupation_family,occupation_family_id,state,state_code,description,skills,technology_skills,education_level,salary_median,job_growth,work_activities,work_context,knowledge_areas,abilities,work_styles,tasks,tools_used,work_values,pa_cities_mentioned,pa_industries_mentioned,url
Compensation and Benefits Managers,11-3111.00,Management Occupations,11,Pennsylvania,PA,"Sample of reported job titles:Benefits Coordinator, Benefits Director, Benefits Manager, Compensation and Benefits Director, Compensation and Benefits Manager, Compensation Director, Compensation Manager, Employee Benefits Coordinator, Employee Benefits Manager, Payroll Manager",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$67.48,,"['Design, evaluate, and modify benefits policies to ensure that programs are current, competitive, and in compliance with legal requirements.Related occupations', 'Analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.Related occupations', 'Identify and implement benefits to increase the quality of life for employees by working with brokers and researching benefits issues.Related occupations', 'Manage the design and development of tools to assist employees in benefits selection, and to guide managers through compensation decisions.Related occupations', ""Mediate between benefits providers and employees, such as by assisting in handling employees' benefits-related questions or taking suggestions.Related occupations"", 'Plan, direct, supervise, and coordinate work activities of subordinates and staff relating to employment, compensation, labor relations, and employee relations.Related occupations', 'Prepare detailed job descriptions and classification systems and define job levels and families, in partnership with other managers.Related occupations', 'Develop methods to improve employment policies, processes, and practices, and recommend changes to management.Related occupations', 'Maintain records and compile statistical reports concerning personnel-related data, such as hires, transfers, performance appraisals, and absenteeism rates.Related occupations', 'Contract with vendors to provide employee services, such as food services, transportation, or relocation service.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Healthcare', 'Education', 'Technology', 'Finance', 'Transportation']",https://www.onetonline.org/link/summary/11-3111.00
Compliance Managers,11-9199.02,Management Occupations,11,Pennsylvania,PA,"Sample of reported job titles:Accreditation Lieutenant; Accreditation Manager; Compliance Director; Compliance Manager; Compliance Operations Manager; Environmental Health and Safety Director; Environmental Manager; Environmental Program Manager; Health, Safety, and Environmental Manager (HSE Manager); Risk Manager",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$65.65,,"['Discuss emerging compliance issues to ensure that management and employees are informed about compliance reporting systems, policies, and practices.Related occupations', 'Maintain documentation of compliance activities, such as complaints received or investigation outcomes.Related occupations', 'Provide employee training on compliance related topics, policies, or procedures.Related occupations', 'Serve as a confidential point of contact for employees to communicate with management, seek clarification on issues or dilemmas, or report irregularities.Related occupations', 'Verify that all regulatory policies and procedures have been documented, implemented, and communicated.Related occupations', 'Prepare management reports regarding compliance operations and progress.Related occupations', 'Direct the development or implementation of policies and procedures related to compliance throughout an organization.Related occupations', 'Advise internal management or business partners on the implementation or operation of compliance programs.Related occupations', 'Design or implement improvements in communication, monitoring, or enforcement of compliance standards.Related occupations', 'Provide assistance to internal or external auditors in compliance reviews.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Healthcare', 'Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/11-9199.02
Computer and Information Systems Managers,11-3021.00,Management Occupations,11,Pennsylvania,PA,"Sample of reported job titles:Application Development Director, Computing Services Director, Data Processing Manager, Information Systems Director (IS Director), Information Systems Manager (IS Manager), Information Systems Supervisor (IS Supervisor), Information Technology Director (IT Director), Information Technology Manager (IT Manager), MIS Director (Management Information Systems Director), Technical Services Manager",[],"['C#', 'R', 'MATLAB', 'Go', 'Rust', 'React', 'Node.js', 'Spring', 'AWS', 'Linux', 'Cloud Computing', 'Tableau', 'Excel', 'MongoDB', 'PostgreSQL', 'MySQL', 'SQL', 'Perl', 'Dart', 'Puppet']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$82.31,,"['Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.Related occupations', 'Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.Related occupations', 'Provide users with technical support for computer problems.Related occupations', 'Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.Related occupations', 'Recruit, hire, train and supervise staff, or participate in staffing decisions.Related occupations', 'Consult with users, management, vendors, and technicians to assess computing needs and system requirements.Related occupations', 'Develop and interpret organizational goals, policies, and procedures.Related occupations', 'Review and approve all systems charts and programs prior to their implementation.Related occupations', 'Manage backup, security and user help systems.Related occupations', 'Cloud-based management software— IBM WebSphere; Splunk EnterpriseRelated occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/11-3021.00
Construction Managers,11-9021.00,Management Occupations,11,Pennsylvania,PA,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",[],"['R', 'Go', 'Rust', 'CSS', 'React', 'AWS', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$51.43,,"['Develop or implement quality control programs.Related occupations', 'Direct and supervise construction or related workers.Related occupations', 'Confer with supervisory personnel, owners, contractors, or design professionals to discuss and resolve matters, such as work procedures, complaints, or construction problems.Related occupations', 'Interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.Related occupations', 'Implement new or modified plans in response to delays, bad weather, or construction site emergencies.Related occupations', 'Develop or implement environmental protection programs.Related occupations', 'Implement training programs on environmentally responsible building topics to update employee skills and knowledge.Related occupations', 'Develop construction budgets to compare green and non-green construction alternatives, in terms of short-term costs, long-term costs, or environmental impacts.Related occupations', 'Computer aided design CAD software— Autodesk AutoCAD; Autodesk AutoCAD Civil 3D; Autodesk Revit; Computer aided design and drafting software CADD;1 moreRelated occupations', 'Data base user interface and query software— Database software; ISS Construction Manager; UDA Technologies ConstructionSuite; Yardi software;8 moreRelated occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Energy', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/11-9021.00
"Education Administrators, All Other",11-9039.00,Management Occupations,11,Pennsylvania,PA,,[],"['R', 'Go']","SummaryDetails
More

Custom


Custom

Contents





Occupation-Specific Information
Overview

Experience Requirements
Training & Credentials 


Workforce Characteristics
Wages & EmploymentJob Openings 






Experience Requirements
Training & Credentials
 State training



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



Local training


ZIP Code

Go



Certifications


    Find certifications nationwide
    



State licenses



Select a State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
American Samoa
Guam
Northern Mariana Islands
Puerto Rico
Virgin Islands

Go



back to top


Workforce Characteristics
Wages & Employment Trends
 Median wages (2024)
$42",$42.81,,[],[],[],[],[],[],[],[],"['Erie', 'York']","['Education', 'Technology']",https://www.onetonline.org/link/summary/11-9039.00
"Education Administrators, Kindergarten through Secondary",11-9032.00,Management Occupations,11,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'MATLAB', 'Go', 'Rust', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



61%





 




 responded: 
Master’s degree required





24%





 




 responded: 
Bachelor’s degree required





16%





 




 responded: 
Post-master’s certificate requiredmore info




back to top


Worker Characteristics
Abilities

 5 ofAll 21 displayed (Show allShow top 5)


Oral Expression — The ability to communicate information and ideas in speaking so others will understand","$104,070",,"['Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.Related occupations', 'Collaborate with teachers to develop and maintain curriculum standards, develop mission statements, and set performance goals and objectives.Related occupations', 'Plan and lead professional development activities for teachers, administrators, and support staff.Related occupations', 'Create school improvement plans, using student performance data.Related occupations', 'Plan and develop instructional methods and content for educational, vocational, or student activity programs.Related occupations', 'Prepare, maintain, or oversee the preparation and maintenance of attendance, activity, planning, or personnel reports and records.Related occupations', 'Organize and direct committees of specialists, volunteers, and staff to provide technical and advisory assistance for programs.Related occupations', 'Collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.Related occupations', 'Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.Related occupations', 'Develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/11-9032.00
"Education Administrators, Postsecondary",11-9033.00,Management Occupations,11,Pennsylvania,PA,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'HTML', 'React', 'AWS', 'Excel']","Related occupations



back to top
Education
How much education does a new hire need to perform a job in this occupation? Respondents said:



48%





 




 responded: 
Master’s degree required





37%





 




 responded: 
Doctoral degree required





8%





 




 responded: 
Bachelor’s degree required



back to top


Worker Characteristics
Abilities

 5 ofAll 16 displayed (Show allShow top 5)


Oral Expression — The ability to communicate information and ideas in speaking so others will understand",$49.98,,"['Design or use assessments to monitor student learning outcomes.Related occupations', 'Plan, administer, and control budgets, maintain financial records, and produce financial reports.Related occupations', 'Provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events.Related occupations', 'Promote the university by participating in community, state, and national events or meetings, and by developing partnerships with industry and secondary education institutions.Related occupations', 'Develop curricula, and recommend curricula revisions and additions.Related occupations', 'Review registration statistics, and consult with faculty officials to develop registration policies.Related occupations', 'Write grants to procure external funding, and supervise grant-funded projects.Related occupations', ""Customer relationship management CRM software— Blackbaud The Raiser's EdgeRelated occupations"", 'Document management software— Microsoft SharePointRelated occupations', 'Facilities management software— CollegeNET Schedule 25Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York', 'State College']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/11-9033.00
"Education and Childcare Administrators, Preschool and Daycare",11-9031.00,Management Occupations,11,Pennsylvania,PA,"Sample of reported job titles:Childcare Director, Early Head Start Director, Education Coordinator, Education Director, Education Site Manager, Preschool Director, Preschool Program Director, Principal, Site Coordinator",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$27.05,,"[""Monitor students' progress and provide students and teachers with assistance in resolving any problems.Related occupations"", 'Teach classes or courses or provide direct care to children.Related occupations', 'Prepare and maintain attendance, activity, planning, accounting, or personnel reports and records for officials and agencies, or direct preparation and maintenance activities.Related occupations', 'Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.Related occupations', 'Collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.Related occupations', 'Organize and direct committees of specialists, volunteers, and staff to provide technical and advisory assistance for programs.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Coaching and Developing Others— Identifying the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.Related occupations', 'Developing and Building Teams— Encouraging and building mutual trust, respect, and cooperation among team members.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance']",https://www.onetonline.org/link/summary/11-9031.00
Emergency Management Directors,11-9161.00,Management Occupations,11,Pennsylvania,PA,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Git', 'Excel', 'SQL']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$41.41,,"['Coordinate disaster response or crisis management activities, such as ordering evacuations, opening public shelters, and implementing special needs plans and programs.Related occupations', 'Maintain and update all resource materials associated with emergency preparedness plans.Related occupations', 'Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.Related occupations', 'Collaborate with other officials to prepare and analyze damage assessments following disasters or emergencies.Related occupations', 'Design and administer emergency or disaster preparedness training courses that teach people how to effectively respond to major emergencies and disasters.Related occupations', 'Keep informed of activities or changes that could affect the likelihood of an emergency, response efforts, or plan implementation.Related occupations', 'Conduct surveys to determine the types of emergency-related needs to be addressed in disaster planning, or provide technical support to others conducting such surveys.Related occupations', ""Develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.Related occupations"", 'Apply for federal funding for emergency-management-related needs, and administer and report on the progress of such grants.Related occupations', 'Provide communities with assistance in applying for federal funding for emergency management facilities, radiological instrumentation, and related items.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Energy', 'Transportation']",https://www.onetonline.org/link/summary/11-9161.00
"Entertainment and Recreation Managers, Except Gambling",11-9072.00,Management Occupations,11,Pennsylvania,PA,"Sample of reported job titles:Camp and Recreation Manager, Camp Director, Events and Competitions Director, Events Manager, Experiences Manager, Golf Course Manager, Park Manager, Recreation Director, Recreation Superintendent, Social Activities Director",[],"['R', 'Go', 'Rust', 'React', 'Linux', 'Excel']","”
Related occupations



back to top


Experience Requirements
Job Zone
TitleJob Zone Four: Considerable Preparation NeededEducationMost of these occupations require a four-year bachelor's degree, but some do not",$37.11,,"['Operate, drive, or explain the use of mechanical equipment in amusement parks, cruise ships, or other recreational facilities.Related occupations', 'Customer relationship management CRM software— Salesforce softwareRelated occupations', 'Development environment software— Microsoft Visual Basic; Microsoft Visual Basic for Applications VBARelated occupations', 'Document management software— Adobe Acrobat; Microsoft SharePointRelated occupations', 'Process mapping and design software— Microsoft VisioRelated occupations', 'Project management software— Atlassian Confluence; Microsoft Project; Microsoft Teams; Oracle Primavera Enterprise Project Portfolio ManagementRelated occupations', 'Establishing and Maintaining Interpersonal Relationships— Developing constructive and cooperative working relationships with others, and maintaining them over time.Related occupations', 'Thinking Creatively— Developing, designing, or creating new applications, ideas, relationships, systems, or products, including artistic contributions.Related occupations', 'Organizing, Planning, and Prioritizing Work— Developing specific goals and plans to prioritize, organize, and accomplish your work.Related occupations', 'Training and Teaching Others— Identifying the educational needs of others, developing formal educational or training programs or classes, and teaching or instructing others.Related occupations']",[],[],[],[],[],[],[],"['Erie', 'Reading', 'York']","['Education', 'Technology', 'Finance', 'Agriculture', 'Transportation']",https://www.onetonline.org/link/summary/11-9072.00
